,제목,URL,내용,사이트,채널,날짜1,날짜2,input,after preprocessing
2583,"40주 5일, 3.72kg, 초산, 함춘병원 자연분만 출산후기 입니다.",https://cafe.naver.com/imsanbu/14692428?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE0NjkyNDI4LCJpc3N1ZWRBdCI6MTYyNTQwODA4MjA2MH0.Qsn-7ToGnHoNUq3OxsLrcTOGfZ1qQ75tJvtSzfA7D2k,"환자복으로 환복 내진하고 (20% 진행, 처음해보는 내진이었는데 그렇게 아프지는 않았음), 태동검사기 착용하고, 항생제 검사하고 (누군가 팔에 불나는 느낌이라 해서 많이 떨렸는데 그정도까지는...",naver,cafe,2011-01-01,2012-12-31,"40주 5일, 3.72kg, 초산, 함춘병원 자연분만 출산후기 입니다. 환자복으로 환복 내진하고 (20% 진행, 처음해보는 내진이었는데 그렇게 아프지는 않았음), 태동검사기 착용하고, 항생제 검사하고 (누군가 팔에 불나는 느낌이라 해서 많이 떨렸는데 그정도까지는...","['kg', '초산', '병원', '자연', '출산', '후기', '환자복', '환복', '내진', '진행', '처음', '내진', '태동', '검사기', '착용', '항생제', '검사', '느낌']"
2584,40주 6일만에 유도분만~,https://cafe.naver.com/imsanbu/15164718?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE1MTY0NzE4LCJpc3N1ZWRBdCI6MTYyNTQwODAzNzUxNX0=.xkp-ZHpI3Rn86VBWlgHa7qmV3WW3SwPB93k-HS8vbNI=,환자복으로 환복 민망한 자세로 제모를 깔끔히 하고...ㅡㅡ; 관장까지 .. 10분 을 기다렸다가... 신랑이 ...환자복 입은 제모습을 보며 ..눈시울을 붉히...,naver,cafe,2011-01-01,2012-12-31,40주 6일만에 유도분만~ 환자복으로 환복 민망한 자세로 제모를 깔끔히 하고...ㅡㅡ; 관장까지 .. 10분 을 기다렸다가... 신랑이 ...환자복 입은 제모습을 보며 ..눈시울을 붉히...,"['유도', '분만', '환자복', '환복', '자세', '제모', '관장', '신랑', '환자복', '모습', '눈시울']"
2585,40주 5일 / 3.9kg 여아출산 / 제왕절개 / 산후조리원후기 / 산모...,https://cafe.naver.com/imsanbu/15619880?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE1NjE5ODgwLCJpc3N1ZWRBdCI6MTYyNTQwODA3ODM3OH0=.n3wUvRnR2zSjiGISRjmTlSTFL-Mp4lpWukm87-VH92E=,"환자복으로 환복, 제모를 하고(제왕절개는 안하는줄 알았는데..) 항생제 테스트하고..기다리다가 3시 15분.. 드뎌 수술실 걸어서 입실.... 첨보는 의사(마취과)가 치마걷고 올라오라고하더니 남들이...",naver,cafe,2011-01-01,2012-12-31,"40주 5일 / 3.9kg 여아출산 / 제왕절개 / 산후조리원후기 / 산모... 환자복으로 환복, 제모를 하고(제왕절개는 안하는줄 알았는데..) 항생제 테스트하고..기다리다가 3시 15분.. 드뎌 수술실 걸어서 입실.... 첨보는 의사(마취과)가 치마걷고 올라오라고하더니 남들이...","['kg', '여아', '출산', '제왕', '절개', '산후조리원', '후기', '산모', '환자복', '환복', '제모', '제왕', '절개', '항생제', '테스트', '수술실', '입실', '첨보', '의사', '마취', '치마']"
2586,30세 초산/3.9kg 여아/자연분만,https://cafe.naver.com/imsanbu/16972460?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE2OTcyNDYwLCJpc3N1ZWRBdCI6MTYyNTQwODA4MDIyOX0=.W8J1rJHUo1DyTUwyXFE7jFN0wYry-BBhxr3Tdufftjg=,"환자복으로 환복..관장하고... 초음파로 혹시나 아가가 다시 돌아갔을까봐 두번이나 자세 확인하고,,ㅋㅋ 밤새 진통을 느끼면서 자궁이 열리길기다렸습니다. 10월 20일 새벽.. 시간이 늦어져서 신랑은...",naver,cafe,2011-01-01,2012-12-31,"30세 초산/3.9kg 여아/자연분만 환자복으로 환복..관장하고... 초음파로 혹시나 아가가 다시 돌아갔을까봐 두번이나 자세 확인하고,,ㅋㅋ 밤새 진통을 느끼면서 자궁이 열리길기다렸습니다. 10월 20일 새벽.. 시간이 늦어져서 신랑은...","['초산', 'kg', '여아', '자연', '환자복', '환복', '관장', '초음파', '아가', '자세', '확인', '밤새', '진통', '자궁', '새벽', '시간', '신랑']"
2587,37주 5일 자연분만으로 공주님 출산^^,https://cafe.naver.com/imsanbu/14960724?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE0OTYwNzI0LCJpc3N1ZWRBdCI6MTYyNTQwODAyMDIwMX0=.rDgDpPVWDuECBA8-Nk8oA0718AL6dwbSwwFalS4J2wU=,환자복으로 환복선 침대에 누웠다... 그때 시간이 9시 30분ㅎㅎ 오후 1시 50분 내진 후 5... 양수가 많다고 세번이나 터뜨렸다...ㅠㅠ침대랑 환자복까지...,naver,cafe,2011-01-01,2012-12-31,37주 5일 자연분만으로 공주님 출산^^ 환자복으로 환복선 침대에 누웠다... 그때 시간이 9시 30분ㅎㅎ 오후 1시 50분 내진 후 5... 양수가 많다고 세번이나 터뜨렸다...ㅠㅠ침대랑 환자복까지...,"['자연', '분만', '공주', '출산', '환자복', '환복', '침대', '그때', '시간', '오후', '내진', '양수', '환자복']"
2588,"압구정,호산산부인과 출산후기!",https://cafe.naver.com/imsanbu/14970176?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE0OTcwMTc2LCJpc3N1ZWRBdCI6MTYyNTQwODAyODg3Mn0=.f6QKu3pBD_EwM9NbPd1iSFZzNwXMNfx_91om1Ae2qIs=,"환자복으로 환복이데 뭔가 왈칵 쏟아졌다, 그때까지 그게 양수인지 뭔지도 몰랐다 ㅡㅡ"" 드럽기 짝이없었다, 환자복을 갈아입으라고하는데 피가 왜이렇게 질질...",naver,cafe,2011-01-01,2012-12-31,"압구정,호산산부인과 출산후기! 환자복으로 환복이데 뭔가 왈칵 쏟아졌다, 그때까지 그게 양수인지 뭔지도 몰랐다 ㅡㅡ"" 드럽기 짝이없었다, 환자복을 갈아입으라고하는데 피가 왜이렇게 질질...","['압구정', '호산', '산부인과', '출산', '후기', '환자복', '환복', '그때', '양수', '환자복']"
2589,저도 출산후기써볼려합니다 ~,https://cafe.naver.com/imsanbu/14420482?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE0NDIwNDgyLCJpc3N1ZWRBdCI6MTYyNTQwODA3ODM4MH0=.lZJAgzly0GreJ6utLWH1zanQz8nhUDaSw47o0OqGC-w=,환자복으로환복.. 앞에서 의사쌤올때까지...신랑하고 친정엄마하고 ..앉아서 아침드라마....시청...햇답니다;;^^ 근데..어찌나 배가고프던지.ㅠ.ㅠ ....밥달라고만............;;;;;;;해도...,naver,cafe,2011-01-01,2012-12-31,저도 출산후기써볼려합니다 ~ 환자복으로환복.. 앞에서 의사쌤올때까지...신랑하고 친정엄마하고 ..앉아서 아침드라마....시청...햇답니다;;^^ 근데..어찌나 배가고프던지.ㅠ.ㅠ ....밥달라고만............;;;;;;;해도...,"['출산', '후기', '환자복', '환복', '의사', '신랑', '친정', '엄마', '드라마', '시청']"
2590,[신란/헤카/다수 커플링]After the incident was over - 2,https://cafe.naver.com/kudonet/169836?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imt1ZG9uZXQiLCJhcnRpY2xlSWQiOjE2OTgzNiwiaXNzdWVkQXQiOjE2MjU0MDgwNzY1Mjh9.wUOLD_g6EUJFWPluA502YlbcZ2S7uQAwR_I6mq3vYnA=,"환자복은 상당히 구겨지지 않은 채로, 깨끗했다. ""뭔 생각을 했는지는 몰라도, 그런 거 아니다."" 옆에 누워있던 란도 살짝 얼굴이 빨개진 채로 ...",naver,cafe,2011-01-01,2012-12-31,"[신란/헤카/다수 커플링]After the incident was over - 2 환자복은 상당히 구겨지지 않은 채로, 깨끗했다. ""뭔 생각을 했는지는 몰라도, 그런 거 아니다."" 옆에 누워있던 란도 살짝 얼굴이 빨개진 채로 ...","['헤카', '다수', '커플링', 'After', 'the', 'incident', 'was', 'over', '환자복', '생각', '얼굴']"
2591,나이롱~,https://cafe.naver.com/hg/129147?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhnIiwiYXJ0aWNsZUlkIjoxMjkxNDcsImlzc3VlZEF0IjoxNjI1NDA3OTc1MTkwfQ==.RnF5AqcrpejZqLxcUWSus_qgRjmNATzgR0J4YbAgHAo=,환자복은 입었는데. 길건너 커피숍까지 나오신 불량아저씨 누가 이분을 보고 환자라 했는가... ㅋㅋㅋㅋ,naver,cafe,2011-01-01,2012-12-31,나이롱~ 환자복은 입었는데. 길건너 커피숍까지 나오신 불량아저씨 누가 이분을 보고 환자라 했는가... ㅋㅋㅋㅋ,"['나이롱', '환자복', '커피숍', '불량', '아저씨', '환자']"
2592,38주3일) 유도분만 실패 후 제왕절개,https://cafe.naver.com/imsanbu/15364283?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE1MzY0MjgzLCJpc3N1ZWRBdCI6MTYyNTQwODA2OTI5MH0=.DZWBVA8KPBzUJVMZFtw89iBgBoqcpzduzd__4lDvetY=,"환자복을 가슴까지 올린뒤 굴욕스럽게 누었다. 곧장 마취과샘이 들어오셨고, 간호사가 소변줄을 꼽았는데 것도 아프다. 악!!!! 소리지르니까 마취과샘이 소변줄꼽는데 ...",naver,cafe,2011-01-01,2012-12-31,"38주3일) 유도분만 실패 후 제왕절개 환자복을 가슴까지 올린뒤 굴욕스럽게 누었다. 곧장 마취과샘이 들어오셨고, 간호사가 소변줄을 꼽았는데 것도 아프다. 악!!!! 소리지르니까 마취과샘이 소변줄꼽는데 ...","['유도', '분만', '실패', '제왕', '절개', '환자복', '가슴', '굴욕', '마취', '간호사', '소변', '마취', '소변']"
2593,매주 웃음노래교실 //환자복입고 강의 쇼킹하지요?푸하하하,http://cafe.daum.net/lecturerbank/INyu/571?q=%ED%99%98%EC%9E%90%EB%B3%B5,환자복을 달래서 입엇읍니다환자복을 벗고 가발만 히힛 마빡이가발로 웃음유발,daum,cafe,2011-01-01,2012-12-31,매주 웃음노래교실 //환자복입고 강의 쇼킹하지요?푸하하하 환자복을 달래서 입엇읍니다환자복을 벗고 가발만 히힛 마빡이가발로 웃음유발,"['웃음', '노래', '교실', '환자복', '강의', '환자복', '환자복', '가발', '마빡', '가발', '웃음', '유발']"
2594,"의사들까지 다 미워요, 정말...",https://cafe.naver.com/buchonmom/282327?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJ1Y2hvbm1vbSIsImFydGljbGVJZCI6MjgyMzI3LCJpc3N1ZWRBdCI6MTYyNTQwODAxNDk3OH0=.Zcn05zuSG79ChUgcr-ElqF3WZ11hP6Xdn77C7CTnsNE=,환자복을 못 입어서 최대한 부들거리는 천으로 옷을 사 입고 ... 조리원에서두 방 문 닫아 놓구 옷도 못 입구 에어컨 틀어놓고 젖먹이고 했지요. 산후조리고 뭐고...; 미역국만 먹어도 온 몸에서 뭐가...,naver,cafe,2011-01-01,2012-12-31,"의사들까지 다 미워요, 정말... 환자복을 못 입어서 최대한 부들거리는 천으로 옷을 사 입고 ... 조리원에서두 방 문 닫아 놓구 옷도 못 입구 에어컨 틀어놓고 젖먹이고 했지요. 산후조리고 뭐고...; 미역국만 먹어도 온 몸에서 뭐가...","['의사', '환자복', '에어컨', '산후', '미역국']"
2595,산후조리원에서는 뭐 입나요?,https://cafe.naver.com/buchonmom/321649?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImJ1Y2hvbm1vbSIsImFydGljbGVJZCI6MzIxNjQ5LCJpc3N1ZWRBdCI6MTYyNTQwNzk2NDg0MX0.ywK3zlk_4uQsEg48q-PsmoR8L7ycIoXH2w2ctRhTKv8,환자복을 안입으니 개인옷으로만 입나요? 아니면 환자복처럼 겉옷은 가운 정도 제공되나요? 아주 기초적인것도 모르겠네요^^ 출산준비물중 유용한것 있으면 알려주세요.... 어느방에 올려야 할지 망설이다가....,naver,cafe,2011-01-01,2012-12-31,산후조리원에서는 뭐 입나요? 환자복을 안입으니 개인옷으로만 입나요? 아니면 환자복처럼 겉옷은 가운 정도 제공되나요? 아주 기초적인것도 모르겠네요^^ 출산준비물중 유용한것 있으면 알려주세요.... 어느방에 올려야 할지 망설이다가....,"['산후조리원', '환자복', '개인', '환자복', '겉옷', '가운', '제공', '기초', '출산', '물중', '유용']"
2596,환의 재활용~~ㅎ,https://cafe.naver.com/dragon64/50663?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRyYWdvbjY0IiwiYXJ0aWNsZUlkIjo1MDY2MywiaXNzdWVkQXQiOjE2MjU0MDgwNzExNTB9.Aajn6-QLTAc1gUWNOIHFVUHG8P8K6-QEpSx28_bUqbI=,환자복을 입고 있는데……. 바로 링거액입니다. 날씨가 춥다고 링거액에 환자복을 입혀서 환자들이 주사를 맞고 있습니다. 링거액이 산화되는 것을 방지하기 위하여 병원의 작은 배려입니다. 얼마나...,naver,cafe,2011-01-01,2012-12-31,환의 재활용~~ㅎ 환자복을 입고 있는데……. 바로 링거액입니다. 날씨가 춥다고 링거액에 환자복을 입혀서 환자들이 주사를 맞고 있습니다. 링거액이 산화되는 것을 방지하기 위하여 병원의 작은 배려입니다. 얼마나...,"['활용', '환자복', '링거액', '날씨', '링거액', '환자복', '환자', '주사', '링거액', '방지', '병원', '배려']"
2597,순천향대입원준비물 팁좀 주세요~,https://cafe.naver.com/pectus/5575?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBlY3R1cyIsImFydGljbGVJZCI6NTU3NSwiaXNzdWVkQXQiOjE2MjU0MDc5OTI1MjB9.9MjW9D-fM-B4Z1Ddx2psloffEoAL6Cw2bQFGsRRSPFw=,"환자복을 입고 있을테니.. 거리가 멀어서 이틀전에 입원하라시던데 이틀동안은 수술전 검사 어떤것들을 하나요? 순천향에서 수술하셨던 분들.. 입원 중 필요했던 준비물 팁좀 알려주세요~ (아, 5세...",naver,cafe,2011-01-01,2012-12-31,"순천향대입원준비물 팁좀 주세요~ 환자복을 입고 있을테니.. 거리가 멀어서 이틀전에 입원하라시던데 이틀동안은 수술전 검사 어떤것들을 하나요? 순천향에서 수술하셨던 분들.. 입원 중 필요했던 준비물 팁좀 알려주세요~ (아, 5세...","['순천', '향대', '입원', '준비물', '환자복', '거리', '이틀', '입원', '이틀', '동안', '수술', '검사', '천향', '수술', '입원', '준비물']"
2598,병원유,https://cafe.naver.com/singeriu/672199?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InNpbmdlcml1IiwiYXJ0aWNsZUlkIjo2NzIxOTksImlzc3VlZEF0IjoxNjI1NDA4MDUzMzUzfQ==.5_UrT-McH1MxsO5vElH9RwpGj8WP5I4MzxR23LgK6-8=,환자복을 입어도 예쁜 아이유누님^^ --------------------IU 대표 팬카페 러브유 게시물입니다.---------------------,naver,cafe,2011-01-01,2012-12-31,병원유 환자복을 입어도 예쁜 아이유누님^^ --------------------IU 대표 팬카페 러브유 게시물입니다.---------------------,"['원유', '환자복', '아이유', '누님', 'IU', '대표', '러브', '게시물']"
2599,이래서 제가 홍대를 좋아합니다,https://cafe.naver.com/vokey/32992?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InZva2V5IiwiYXJ0aWNsZUlkIjozMjk5MiwiaXNzdWVkQXQiOjE2MjU0MDc5ODU1NTZ9.RZY70rHElDeB8Blx6yDe_NYJJ4dlE6zrryZ5yWzfld8=,환자복을 입어도;;; 목발을 짚어도;;; 월요일 이라고 항상 끓는피를 주체할수 없는 곳!!!!! 태그 : 이놈의 과천 출장은 언제쯤 마침표를 ㅠ,naver,cafe,2011-01-01,2012-12-31,이래서 제가 홍대를 좋아합니다 환자복을 입어도;;; 목발을 짚어도;;; 월요일 이라고 항상 끓는피를 주체할수 없는 곳!!!!! 태그 : 이놈의 과천 출장은 언제쯤 마침표를 ㅠ,"['홍대', '환자복', '목발', '월요일', '주체', '태그', '과천', '출장', '마침표']"
2600,3월2일 1시.제왕절개한 엄마의 솔직한 후기,https://cafe.naver.com/imsanbu/14839639?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imltc2FuYnUiLCJhcnRpY2xlSWQiOjE0ODM5NjM5LCJpc3N1ZWRBdCI6MTYyNTQwODA0NjIyN30.-cwvj_uOjdaLVKJlrzqPEar51ObEOjlZXhUVYVSvBvc,환자복을 입으니 안아픈 몸도 아프다.ㅎㅎ 저녁이 나오고 12시부터 금식이랜다. 그리고 밑에 왁싱을 해준다. 이걸로 오늘 할일은 끝. 왜 전날 입원하라는지 모르겠다. 3월2일 링거꼽는다고 주사바늘을...,naver,cafe,2011-01-01,2012-12-31,3월2일 1시.제왕절개한 엄마의 솔직한 후기 환자복을 입으니 안아픈 몸도 아프다.ㅎㅎ 저녁이 나오고 12시부터 금식이랜다. 그리고 밑에 왁싱을 해준다. 이걸로 오늘 할일은 끝. 왜 전날 입원하라는지 모르겠다. 3월2일 링거꼽는다고 주사바늘을...,"['제왕', '절개', '엄마', '후기', '환자복', '저녁', '금식', '오늘', '전날', '입원', '링거', '주사', '바늘']"
2601,[♥] 삼성병원 1004호 - 2 -,https://cafe.naver.com/comixrpg/700119?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImNvbWl4cnBnIiwiYXJ0aWNsZUlkIjo3MDAxMTksImlzc3VlZEF0IjoxNjI1NDA4MDUxNDkzfQ.CXEJotxTq8JLAcd-71V572lSP4lmXChu4acptFB1okU,"환자복을 입은 루와 의사복을 입은 나를 힐끔힐끔 쳐다보며 가는 사람들도 있지만.. 뭐,그런 시선들도 이젠 익숙하니까. 그나저나... ""우물우물. 여기 한그릇 더요!!"" ""...=_=..너 진짜 잘먹는구나..?"" 난 여태...",naver,cafe,2011-01-01,2012-12-31,"[♥] 삼성병원 1004호 - 2 - 환자복을 입은 루와 의사복을 입은 나를 힐끔힐끔 쳐다보며 가는 사람들도 있지만.. 뭐,그런 시선들도 이젠 익숙하니까. 그나저나... ""우물우물. 여기 한그릇 더요!!"" ""...=_=..너 진짜 잘먹는구나..?"" 난 여태...","['삼성병원', '환자복', '사복', '사람', '시선', '그릇']"
2602,이해 하면 무서운 이야기,https://cafe.naver.com/pajumom/523729?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBhanVtb20iLCJhcnRpY2xlSWQiOjUyMzcyOSwiaXNzdWVkQXQiOjE2MjU0MDc5ODM4MTd9.hd8bRJBTIoy13lC37pDaTjpFEsHtiN87eiDVzrIEIV4=,"환자복을 입은걸 보니 우리병원 환자인가 보군. 그런데 또 저 멀리서 누군가 ""잠시만요!"" 하며 뛰어왔다. 어! 그런데 저 사람이 팔에 한것은... 나는 바로 닫힘 버튼을 세게 눌렀다. 그러자 엘리베이터 안에...",naver,cafe,2011-01-01,2012-12-31,"이해 하면 무서운 이야기 환자복을 입은걸 보니 우리병원 환자인가 보군. 그런데 또 저 멀리서 누군가 ""잠시만요!"" 하며 뛰어왔다. 어! 그런데 저 사람이 팔에 한것은... 나는 바로 닫힘 버튼을 세게 눌렀다. 그러자 엘리베이터 안에...","['이해', '이야기', '환자복', '병원', '환자', '잠시', '사람', '버튼', '엘리베이터']"
2603,정말 힘들고 지치신분들께!!,https://cafe.naver.com/k5mania/332475?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Ims1bWFuaWEiLCJhcnRpY2xlSWQiOjMzMjQ3NSwiaXNzdWVkQXQiOjE2MjU0MDgwMzkyNzd9.7ZS_jJkxLIHcKtFnYejmLH2FdB7WSZDM41zc5WyEp1s=,환자복이 다 젖어버렸어요ㅎㅎㅎ 근데 문제가 8층에서 계단까지 갈땐 목발이 있어서 갔는데 1층엔... 간호사들 부축을 받고 병실로 돌아가서 젖은 환자복을 환복 누워서 한참을 퍼져있었죠ㅎㅎㅎ그렇게...,naver,cafe,2011-01-01,2012-12-31,정말 힘들고 지치신분들께!! 환자복이 다 젖어버렸어요ㅎㅎㅎ 근데 문제가 8층에서 계단까지 갈땐 목발이 있어서 갔는데 1층엔... 간호사들 부축을 받고 병실로 돌아가서 젖은 환자복을 환복 누워서 한참을 퍼져있었죠ㅎㅎㅎ그렇게...,"['환자복', '문제', '계단', '목발', '간호사', '부축', '병실', '환자복', '환복', '한참']"
2604,30세 남자 서울대병원 수술 후기입니다.,https://cafe.naver.com/pectus/5548?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InBlY3R1cyIsImFydGljbGVJZCI6NTU0OCwiaXNzdWVkQXQiOjE2MjU0MDgwNjM5MDN9.J22v_gOxnZZ0YuM8a_-PgyKFq0K7s2QnXD8lXM00FMU=,환자복이 지급되어서 갈아입었습니다. 속옷도 안 입는 게 나을 거라고 하셔서 맨몸에 환자복만 입었습니다. 저녁이 되니 식사가 나왔습니다. 병원 밥은 제 입맛에 딱 ...,naver,cafe,2011-01-01,2012-12-31,30세 남자 서울대병원 수술 후기입니다. 환자복이 지급되어서 갈아입었습니다. 속옷도 안 입는 게 나을 거라고 하셔서 맨몸에 환자복만 입었습니다. 저녁이 되니 식사가 나왔습니다. 병원 밥은 제 입맛에 딱 ...,"['남자', '서울대', '병원', '수술', '후기', '환자복', '지급', '속옷', '맨몸', '환자복', '저녁', '식사', '병원', '입맛']"
2605,"""허강민돋네""님/""김하츠냥""님/""듣보잡""님/""춘복""님 리퀘옄ㅋㅋ",https://cafe.naver.com/darkroom2/47504?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg==.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImRhcmtyb29tMiIsImFydGljbGVJZCI6NDc1MDQsImlzc3VlZEF0IjoxNjI1NDA4MDgzOTAxfQ==.v6r6KXyuAwjM0DtsxrfO4sFyNxlDRvmGqUL0M2mbwM4=,환자복이 환자복같지않다는게 문제...내가미쵸...ㅋㅋㅋㅋ 두번째는 김하츠냥님 ........?! 네...허강민이 가 이상하게 작붕됬으여....찍고나서 올리는 이순...,naver,cafe,2011-01-01,2012-12-31,"""허강민돋네""님/""김하츠냥""님/""듣보잡""님/""춘복""님 리퀘옄ㅋㅋ 환자복이 환자복같지않다는게 문제...내가미쵸...ㅋㅋㅋㅋ 두번째는 김하츠냥님 ........?! 네...허강민이 가 이상하게 작붕됬으여....찍고나서 올리는 이순...","['허강민', '하츠', '듣보잡', '춘복', '환자복', '환자복', '문제', '하츠', '허강민', '이상', '이순']"
